"","Mov10_kd_2","Mov10_kd_3","Mov10_oe_1","Mov10_oe_2","Mov10_oe_3","Irrel_kd_1","Irrel_kd_2","Irrel_kd_3"
"HLA-DQB1",193.257032633326,221.061961943622,323.452337111517,346.662500552343,317.362431376677,327.940806205009,332.643096368717,289.212733830175
"HLA-DRA",15.9452997222216,13.8831183829328,30.8446816317684,30.3776418009785,18.3978221087929,40.1014572805038,34.303819313024,28.1179046779337
"HLA-DRB1",157.539561255549,182.616403344731,238.421052613128,269.824935996927,259.102661365499,237.044169702534,253.640360981147,285.195890304756
"HLA-DRB5",27.4259155222211,37.3776264155882,50.8520426902127,55.3945232841373,44.4614034295828,58.8154706780723,59.2520515406778,56.2358093558674
"HLA-E",1454.8491466555,1434.23292217528,1476.37651810437,1564.44855275039,1514.75402029061,1244.92746268586,1272.35984361034,1296.10151086856
"HLA-F",204.099836444436,217.858165393714,275.934854597712,329.686759545914,274.434179789493,201.398429897642,203.743896525839,231.637976632501
"HLA-F-AS1",116.081781977773,103.589421780344,187.569009922916,184.052770911811,182.445069245529,117.630941356145,164.242528832054,125.861097129798
"HLA-H",29.3393514888877,39.5134907821932,29.1774015435647,26.8038015890987,30.6630368479881,18.7140133975685,23.9087225515016,17.4063219434828
"HLA-L",123.097713855551,153.782234395563,245.090172965943,268.038015890987,289.765698213488,137.236098248835,149.689393365923,190.130593536504
"HLCS",1183.14123938884,1165.11401198305,1007.87081331913,985.486438425861,985.816634662817,1105.90907744678,1145.53966311977,1213.08674467657
"HLF",118.633029933329,122.81220107979,242.589252833638,243.914594460798,263.702116892698,165.752690092749,172.558606241272,183.435854327472
"HLTF",5787.50598717754,6063.71893679171,7803.7044528374,7628.36193225748,9079.32521068928,7327.87296039074,7561.39338433141,7243.70782417244
"HLX",197.721716555548,183.684335528033,120.877806394768,158.142429375682,125.718451076751,173.77298154885,155.926451422836,155.317949649538
"HM13",3382.95478906653,3231.56278667343,2303.34744185341,2402.51408243621,1971.63326932563,2676.10391585229,2605.01124843752,2530.61142101403
"HMBOX1",164.555493133327,168.733284961798,200.073610584443,189.413531229631,231.50592820231,147.038676695181,166.321548184359,155.317949649538
"HMBS",994.348890677737,995.312794837949,858.649245424903,978.338758002102,800.305261732489,994.516140556495,918.926553718582,970.737185309615
"HMCN1",176.036108933326,168.733284961798,283.437614994628,215.323872765759,237.638535571908,189.813564461052,216.218012639666,206.19796763818
"HMG20A",2679.44816532211,2695.46083065556,2901.06735347443,2944.84433458897,2945.18468924926,2779.47656128648,2752.62162245114,2881.4157555673
"HMG20B",953.52892338885,960.071032788965,1309.648509284,1444.72490565242,1224.98832207712,988.278136090639,975.060076230803,1009.566672722
"HMGA1",9209.36730756629,9371.10490847961,7549.44423938633,8042.92739683554,6425.43937149591,10221.4158890529,10028.1498458407,10228.2225635588
"HMGA2",1907.0578467777,1942.56864142728,2295.84468145649,2212.20709115361,2365.65329282228,2341.92510518142,2542.64066786838,2319.05766200863
"HMGB1",5030.42315636646,4961.61292362351,4033.15053336474,3685.52271850107,4133.3773671088,4580.47756492866,4662.2008975428,4469.40789594965
"HMGB2",5640.8092297331,5960.12951501136,6701.63231453475,6690.22887663903,6830.19145788935,5868.1799153804,6171.56894731586,6318.49486548424
"HMGB3",2273.16192839991,2306.73351593344,2024.91166712339,2121.96762580365,2123.41530172318,2222.51187683504,2255.73599725036,2234.70394797483
"HMGCL",581.684533866643,605.517547932529,678.582995898904,785.351386560591,682.252569867735,453.592039017255,464.660825240052,510.139127728226
"HMGCLL1",49.1115231444425,68.3476597313613,90.8667648071014,96.4936857207552,131.851058446349,120.304371841512,124.741161138269,96.4042446100584
"HMGCR",2888.01268568877,3050.014315512,2659.31174068489,2555.29575149407,2779.60429027012,2609.26815371812,2495.86273244153,2586.8472303699
"HMGCS1",9153.23985254407,10337.5835343684,15709.9466310993,15847.3009595281,17786.0945236755,8752.81140909131,8416.9098478047,8725.92308505209
"HMGN1",6267.77841481086,5962.26537937797,5501.19065102809,5434.91750221624,5902.63459323771,5681.93092489983,5670.52528341048,5631.61462263758
"HMGN2",6833.51764895528,6418.27242164814,5487.01877027836,4922.96489186446,4495.20120191506,6691.59650487341,6303.58667618719,6045.34950575574
"HMGN2P46",5.74030789999977,5.3396609165126,10.0036805292222,8.93460052969956,7.66575921199703,4.45571747561154,3.11852902845673,5.35579136722547
"HMGN3",1990.61121732214,1897.71548972858,2209.1461168699,2087.12268373782,2259.86581569672,2214.49158537893,2140.35042319747,1985.65964939884
"HMGN4",2049.92773228881,2114.50572293899,2654.30990042028,2704.50358034006,2946.71784109166,2090.62263955693,2221.43217793734,2126.24917278851
"HMGN5",762.82313871108,792.40568001047,957.018770628921,910.435793976385,858.565031743667,685.289347749055,707.906089459677,745.793947886146
"HMGXB3",3359.35574547764,3028.65567184595,3218.68421027723,3051.1660808924,2804.13471974851,3512.88765777214,3574.87377628756,3564.27915488855
"HMGXB4",2100.95269139991,2156.15507808779,2103.27383126896,2017.43279960616,2189.34083094635,2217.1650158643,2186.08884894816,2198.55235624605
"HMHA1",55.4896430333311,52.3286769818235,115.875966130157,156.355509269742,107.320628967958,88.2232060171085,99.7929289106152,85.6926618756074
"HMMR",2736.21343233322,2633.52076402401,2545.10305464294,2377.49720095305,2862.39448975969,1920.41423198857,2095.65150712292,1961.55858824633
"HMOX1",1375.12264804439,1225.98614643129,1185.43614271283,1192.76917071489,976.617723608421,863.518046773516,906.452437604755,1010.90562056381
"HMOX2",718.17629948886,732.601477745529,561.873389724645,621.848196867089,487.542285883011,760.145401339328,690.234424965088,666.79602521957
"HMX1",475.169931722203,464.550499736596,440.995583329877,550.371392629493,456.879249035023,540.032958044118,516.636309047664,455.242266214164
"HMX2",11.4806157999995,13.8831183829328,37.5138019845832,44.6730026484978,24.5304294783905,24.0608743683023,31.1852902845673,24.1010611525146
"HMX3",14.6696757444439,17.0869149328403,29.1774015435647,23.2299613772189,27.5967331631893,24.0608743683023,34.303819313024,22.7621133107082
"HN1",3256.03020327765,3063.89743389493,3268.70261292334,3296.86759545914,2747.40810157973,3583.2879938868,3530.17486021301,3583.02442467384
"HN1L",5564.90960305533,5551.1114888065,4448.30327532746,4310.05129552707,4357.21753609911,5106.25222705082,4899.20910370552,5118.79759922574
"HNF4G",49.1115231444425,55.532473531731,99.2031652481199,77.7310246083862,122.652147391952,82.8763450463746,111.22753534829,95.065296768252
"HNMT",7.01593187777749,6.40759309981512,5.83548030871293,9.82806058266952,9.19891105439643,7.12914796097846,6.23705805691345,8.0336870508382
"HNRNPA0",10555.1506041218,10081.2798103758,8560.64961288187,8556.66692729327,8533.52315479509,9910.40680925518,9680.95361400583,9688.62658331087
"HNRNPA1",2969.65262026655,2889.82448801662,2935.24659528261,2667.87171816829,2986.57978899404,3148.40996826711,2918.94317063549,2988.53158291181
"HNRNPA1L2",447.106204211093,409.018026204865,403.481781345294,410.99162436618,380.221656915053,391.211994358693,393.9741672617,444.530683479714
"HNRNPA2B1",50107.7854710869,48779.9383367092,50449.3945489115,48071.7246899955,53332.2199897057,51821.7765283524,51338.2643761308,50128.8682493885
"HNRNPA3",10777.746988244,10866.2099651031,12306.1943310315,11707.0070740653,13669.5818268331,14524.7478269985,14732.9706401057,14215.6092364582
"HNRNPA3P1",6.37811988888863,2.13586436660504,5.00184026461109,7.14768042375965,1.53315184239941,17.8228699024462,12.4741161138269,13.3894784180637
"HNRNPAB",10700.5717375885,10268.1679424537,9985.34044825193,10145.2389014738,10048.2771750857,10769.4691385531,10398.2152905509,10339.3552344288
"HNRNPC",13191.8653661884,12520.4369170387,12795.5410369193,12906.923925204,13450.34111337,12613.2450299611,12436.6937654854,12121.494811873
"HNRNPD",11135.5595140107,10692.1370192248,9500.99558262876,9321.46873263555,10181.6613853744,11082.260505341,10851.4415093533,10565.637419694
"HNRNPF",9303.12566993296,8941.796170792,7125.12145693849,6896.61814887509,6853.18873552534,8088.90950522519,7842.06099689251,7874.35225766324
"HNRNPH1",19923.3330969214,19154.431639714,18741.8954714977,17601.1630435081,19527.7550166412,19318.2086872614,19178.9535250089,18797.4887511196
"HNRNPH2",132.664893688884,145.238776929143,91.7004048512033,108.108666409365,127.251602919151,127.43351980249,146.570864337466,171.385323751215
"HNRNPH3",7468.77838988859,7256.59918554062,7691.99668692775,7237.91988910961,8256.0226713208,7711.06466329333,7759.93973247648,7569.07214973139
"HNRNPK",12249.8170585995,11593.4717819322,10778.9657702369,10273.0036890486,10206.1918148528,11676.6532165876,11393.0260506286,11354.277698518
"HNRNPKP3",11.4806157999995,18.1548471161428,6.66912035281478,8.93460052969956,15.3315184239941,11.58486543659,11.4346064376747,9.37263489264456
"HNRNPL",7051.64934915527,6511.18252159546,6487.38682320058,6376.62439804658,6022.22043694486,7157.66455282237,6864.9219013094,7214.2509716527
"HNRNPM",11823.1208380329,11137.464739662,7703.66764754518,7307.60977324127,7152.15334479323,11854.8819156121,11442.9225150839,11106.5723477838
"HNRNPR",7996.88671668856,7924.0568001047,8934.1203526395,8459.27978151954,8903.01274881335,11123.2531061166,10776.5968126703,10530.8247758071
"HNRNPU",32142.5351800543,31084.3020593864,23752.0721365498,22340.9686245137,25332.2678919654,28617.2910588627,28954.5025195445,27913.0456581373
"HNRNPU-AS1",2690.29096913322,3135.4488901762,4266.56974571326,4367.23273891714,5316.97058944114,2791.95257021819,3151.7933380936,3117.07057572522
"HNRNPUL1",16493.1802206771,15701.806891097,13173.1799768974,13708.357592718,12956.6662201174,15977.3117240479,16155.019877082,15878.5824559817
"HNRNPUL2",1281.36428567773,1279.38275559642,1473.04195792797,1283.90209611783,1508.62141292101,1333.15066870297,1213.10779206967,1300.11835439398
"HNRNPUL2-BSCL2",10.8428038111107,10.6793218330252,7.50276039691663,9.82806058266952,0,5.34686097073385,8.31607740921793,10.7115827344509
"HNRPDL",10236.2446096774,9672.26178417092,9634.37798968506,9689.57427445917,11152.1465016133,10532.4249688506,10518.7984129845,10090.3109358528
"HNRPLL",1048.56290973329,1079.67943731885,1012.03901353964,1004.24909953823,1037.9437973044,981.148988129661,1023.91703100996,957.347706891552
"HOGA1",38.9065313222206,55.532473531731,73.3603238809626,88.4525452440256,67.4586810655738,80.2029145610077,63.4100902452867,77.6589748247692
"HOMER1",1243.73337833328,1208.89923149845,1291.30842831376,1253.52445431685,1439.62958001304,1563.06569044453,1556.14598519991,1431.33524289101
"HOMER2",1239.90650639995,1244.14099354744,1204.60986372717,1220.46643235696,1205.05734812593,1343.84439064444,1356.56012737868,1373.76048569333
"HOMER3",161.366433188882,165.529488411891,203.408170760851,253.742655043467,170.179854506334,156.841255141526,172.558606241272,196.825332745536
"HOMEZ",487.92617149998,504.063990518789,542.699668710303,498.550709557235,493.674893252608,397.449998824549,405.408773699374,441.852787796101
"HOOK1",2454.30053324434,2527.79547787706,2455.06992987994,2285.47081549715,2886.92491923808,2423.01916323755,2616.44585487519,2348.51451452837
"HOOK2",439.452460344427,460.278771003386,457.668384211914,487.829188921596,418.550452975038,468.741478434334,482.33248973464,496.749649310162
"HOOK3",1133.39190425551,1216.37475678157,1442.1972762962,1269.60673527031,1534.6849942418,1122.84080385411,1216.22632109812,1138.10566553541
"HOPX",65.056822866664,81.1628459309915,93.367684939407,91.1329254029355,111.920084495157,81.09405805613,59.2520515406778,81.6758183501883
"HOTAIR",165.193305122216,182.616403344731,255.927493539267,238.553834142978,202.376043196721,174.664125043972,169.440077212815,171.385323751215
"HOTAIRM1",623.142313144419,636.487581248302,714.429517795284,732.637243435364,758.910161987706,682.615917263688,722.459224925808,708.303408315568
"HOTTIP",43.3712152444427,29.9021011324706,50.8520426902127,54.5010632311673,39.8619479023845,24.9520178634246,33.2643096368717,41.5073830959974
"HOXA-AS3",68.2458828111083,68.3476597313613,53.3529628225183,45.5664627014677,42.9282515871833,58.8154706780723,60.29156121683,34.8126438869655
"HOXA-AS5",167.744553077771,167.665352778496,190.903570099323,189.413531229631,147.182576870343,170.208407568361,203.743896525839,191.46954137831
"HOXA1",156.263937277771,164.461556228588,314.282296626397,279.652996579596,288.232546371088,333.287667175743,336.801135073326,293.229577355594
"HOXA10",904.417400244408,868.228865024949,901.164887674097,869.336631539767,792.639502520492,1052.44046773945,1045.74673420916,1000.19403782936
"HOXA11",558.085490277755,544.645413484285,529.361428004673,536.076031781973,512.072715361401,693.309639205155,704.78756043122,650.728651117894
"HOXA13",610.386073366642,612.993073215646,530.195068048775,528.034891305244,512.072715361401,559.638114936809,531.189444513795,512.817023411838
"HOXA2",75.8996266777747,83.2987102975966,63.3566433517404,60.755283601957,55.1934663263786,76.6383405805185,84.2002837683316,76.3200269829629
"HOXA3",982.868274877738,959.003100605663,597.719911621025,636.143557714609,570.332485372579,794.008854153976,829.528721569489,740.438156518921
"HOXA4",362.915021677763,346.010027390016,380.139860110443,415.45892463103,407.818390078242,419.728586202607,427.238476898571,452.564370530552
"HOXA5",424.782784599983,478.433618119529,471.006624917544,446.730026484978,458.412400877422,667.466477846608,613.310708929823,558.341250033255
"HOXA6",45.9224631999981,51.260744798521,49.184762602009,53.6076031781974,41.3950997447839,56.1420401927054,81.0817547398749,57.5747571976737
"HOXA7",615.488569277753,630.079988148487,398.479941080683,373.466302141442,338.826557170269,600.630715712435,654.891095975912,611.899163705509
"HOXA9",194.532656611103,194.363657361059,178.398969437795,185.839691017751,114.986388179955,236.153026207412,257.798399685756,251.722194259597
"HOXB-AS3",99.4986702666626,97.1818286805293,109.206845777342,117.043266939064,118.052691864754,70.4003361146623,62.3705805691345,70.9642356157374
"HOXB-AS5",11.4806157999995,18.1548471161428,32.5119617199721,31.2711018539485,24.5304294783905,27.6254483487915,16.6321548184359,22.7621133107082
"HOXB13",322.732866377765,310.768265341033,407.649981565804,448.516946590918,404.752086393443,553.400110470953,548.861109008384,518.172814779064
"HOXB2",395.443433111095,390.863179088722,457.668384211914,528.034891305244,519.738474573398,406.361433775772,421.001418841658,411.056987434554
"HOXB3",1399.35950362217,1423.55360034226,1233.78726527073,1140.05502758966,1116.13454126677,1195.91457045414,1281.71543069571,1227.81517093644
"HOXB4",253.211359588879,280.866164208563,252.59293336286,265.357635732077,240.704839256707,271.798766012304,286.904670618019,267.789568361273
"HOXB5",119.270841922217,150.578437845655,151.722488026536,179.585470646961,130.317906603949,160.405829122015,158.005470775141,149.962158282313
"HOXB6",746.24002699997,712.310766262781,678.582995898904,680.816560363106,579.531396426975,738.757957456393,748.446966829614,800.690809400207
"HOXB7",457.949008022204,447.463584803756,431.825542844757,392.228963253811,423.149908502236,533.794953578262,539.505521923013,519.51176262087
"HOXB8",758.358454788858,773.182900711024,689.420316472228,661.160439197767,643.92377380775,702.221074156378,726.617263630417,717.676043208212
"HOXB9",3392.52196889986,3455.82854516695,2958.58851651746,3131.5774856597,2843.9966676509,3175.14427312078,3112.29197039981,3292.47274300185
"HOXC10",579.133285911088,576.683378983361,639.401913826117,676.349260098257,593.32976300857,665.684190856364,679.839328203566,710.98130399918
"HOXC11",85.4668065111076,88.6383712141092,101.704085380425,95.6002256677853,82.7901994895679,83.7674885414969,93.5558708537017,88.3705575592202
"HOXC12",1.27562397777773,4.27172873321008,10.0036805292222,7.14768042375965,3.06630368479881,13.3671524268346,13.5136257899791,8.0336870508382
"HOXC13",661.411032477751,650.370699631235,561.873389724645,603.08553575472,481.409678513413,609.542150663658,599.797083139843,543.612823773385
"HOXC4",730.294727277748,827.647442059453,1005.36989318683,1034.62674133921,872.363398325262,932.136095897934,1028.07506971457,1044.37931660897
"HOXC5",73.3483787222193,87.5704390308066,71.6930437927589,101.854446038575,55.1934663263786,81.9852015512523,76.9237160352659,69.625287773931
"HOXC6",550.431746411089,551.0530065841,535.196908313386,578.962114324531,496.741196937407,554.291253966075,699.590012050459,627.966537807186
"HOXC8",367.379705599985,380.183857255697,298.443135788462,301.096037850875,295.898305583085,297.641927370851,298.339277055693,322.686429875334
"HOXC9",375.033449466651,343.874163023411,320.951416979211,338.621360075613,265.235268735097,352.892824068434,309.773883493368,320.008534191722
"HOXD-AS1",918.449263999963,901.334762707327,869.486565998227,932.772295300634,935.222623863637,837.674885414969,810.817547398749,851.570827388849
"HOXD-AS2",47.8358991666647,48.0569482486134,42.5156422491942,47.3533828074077,36.7956442175857,49.0128922317269,37.4223483414807,44.1852787796101
"HOXD1",62.5055749111086,75.8231850144789,107.539565689138,103.641366144515,99.6548697559613,88.2232060171085,93.5558708537017,85.6926618756074
"HOXD10",551.707370388867,634.351716881697,860.316525513107,864.869331274917,843.233513319673,665.684190856364,722.459224925808,802.029757242013
"HOXD11",546.604874477756,509.403651435302,594.385351444618,637.930477820549,533.536841154993,582.807845809989,595.639044435234,598.509685287446
"HOXD13",1222.68558269995,1239.86926481423,1165.42878165438,1218.67951225102,1238.78668865872,1112.14708191264,1004.16634716307,1079.19196049593
"HOXD3",179.862980866659,185.820199894638,153.38976811474,166.183569852412,142.583121343145,217.439012809843,200.625367497383,200.842176270955
"HOXD4",197.721716555548,192.227792994454,176.731689349592,199.2415918123,177.845613718331,262.887331061081,265.074967418822,243.688507208759
"HOXD8",315.716934499987,340.670366473504,438.494663197572,394.015883359751,441.547730611029,360.913115524535,360.709857624828,361.515917287719
"HOXD9",135.853953633328,145.238776929143,150.888847982434,148.314368793013,127.251602919151,188.031277470807,213.09948361121,200.842176270955
"HP07349",26.1502915444434,21.3586436660504,54.1866028666201,50.9272230192875,32.1961886903875,20.4963003878131,19.7506838468926,24.1010611525146
"HP1BP3",8817.11293439964,8820.05190189551,7250.16746355377,7209.32916741457,7572.23694961066,7856.32105299826,7808.79668725564,7923.89332781007
"HPCA",7.01593187777749,18.1548471161428,14.1718807497314,12.5084407415794,12.2652147391952,3.56457398048923,6.23705805691345,13.3894784180637
"HPCAL1",475.169931722203,443.191856070546,480.176665402664,512.846070404755,432.348819556632,470.523765424578,444.910141393159,443.191735637907
"HPCAL4",381.41156935554,392.999043455327,425.156422491942,469.959987862197,487.542285883011,608.651007168536,586.283457349864,551.646510824223
"HPD",7.01593187777749,5.3396609165126,5.83548030871293,10.7215206356395,7.66575921199703,7.12914796097846,5.19754838076121,10.7115827344509
"HPGD",102.687730211107,99.3176930471344,170.062568996777,164.396649746472,208.508650566319,145.256389704936,190.23027073586,171.385323751215
"HPRT1",3279.62924686653,3341.55980155358,2891.06367294521,3219.13657085075,3523.18293383383,2635.11131507666,2384.63519709324,2348.51451452837
"HPS1",821.501841688856,814.832255859823,643.570114046626,709.407282058145,525.871081942996,799.35571512471,795.224902256465,808.724496451045
"HPS3",933.756751733296,920.557542006772,1217.9481044328,1228.50757283369,1297.0464586699,947.285535315013,952.190863355453,974.754028835035
"HPS4",1507.14972974438,1429.96119344207,1362.16783206242,1350.0181400376,1454.96109843704,1453.45504054448,1485.45932722155,1593.34793174958
"HPS5",1391.7057597555,1285.79034869623,1161.26058143387,1125.75966674214,1200.45789259873,1221.75773181268,1211.02877271736,1205.05305762573
"HPS6",567.652670111088,596.974090466109,457.668384211914,432.434665637459,415.484149290239,597.066141731946,597.718063787539,575.747571976738
"HPSE",195.170468599992,211.450572293899,353.463378699183,319.858698963244,366.423290333458,304.771075331829,329.524567340261,340.092751818817
"HPX",42.095591266665,29.9021011324706,16.672800882037,12.5084407415794,13.7983665815946,11.58486543659,11.4346064376747,17.4063219434828
"HR",10.8428038111107,9.61138964972268,28.3437614994628,27.6972616420686,19.9309739511923,11.58486543659,17.6716644945881,17.4063219434828
"HRAS",959.26923128885,966.478625888781,751.109679735765,807.68788788484,646.990077492549,1031.94416735163,1073.81349546527,1076.51406481232
"HRASLS",154.350501311105,165.529488411891,172.563489129082,221.578093136549,216.174409778316,179.119842519584,185.032722355099,178.080062960247
"HRC",7.65374386666636,7.47552528311764,7.50276039691663,11.6149806886094,13.7983665815946,4.45571747561154,2.07901935230448,6.69473920903183
"HRH1",40.1821552999984,55.532473531731,48.3511225579072,40.205702383648,38.3287960599851,25.8431613585469,30.145780608415,38.8294874123846
"HRH3",3.82687193333318,0,12.5046006615277,17.8692010593991,22.9972776359911,0,4.15803870460897,2.67789568361273
"HRH4",38.9065313222206,42.7172873321008,38.347442028685,25.0168814831588,41.3950997447839,25.8431613585469,31.1852902845673,24.1010611525146
"HRK",95.6717983333295,93.9780321306218,87.532204630694,86.6656251380857,107.320628967958,85.5497755317415,84.2002837683316,70.9642356157374
"HRSP12",366.741893611096,379.115925072395,390.143540639665,350.236340764223,384.821112442251,315.464797273297,329.524567340261,291.890629513788
"HS1BP3",387.15187725554,400.474568738445,435.160103021165,449.410406643888,403.218934551044,437.551456105053,414.764360784744,495.410701468356
"HS2ST1",3717.80608323318,3850.96345298889,3258.69893239412,2905.5320922583,3513.98402277944,3117.21994593783,2928.29875772086,2896.14418182717
"HS3ST1",12.1184277888884,23.4945080326554,18.3400809702407,16.0822809534592,18.3978221087929,12.4760089317123,13.5136257899791,24.1010611525146
"HS3ST3A1",248.108863677768,262.71131709242,305.945896185378,379.720522512231,338.826557170269,245.064461158635,261.956438390365,269.12851620308
"HS3ST3B1",150.523629377772,137.763251646025,178.398969437795,197.45467170636,208.508650566319,165.752690092749,182.953703002795,148.623210440507
"HS3ST4",6.37811988888863,10.6793218330252,9.17004048512033,3.57384021187982,6.13260736959762,3.56457398048923,5.19754838076121,5.35579136722547
"HS3ST5",7.01593187777749,10.6793218330252,14.1718807497314,15.1888209004893,16.8646702663935,14.2582959219569,16.6321548184359,22.7621133107082
"HS6ST1",600.18108154442,655.710360547747,610.224512282553,641.504318032428,591.79661116617,670.139908331975,634.100902452867,673.490764428602
"HS6ST2",1900.04191489992,1888.10410007886,1101.23849825854,1011.39677996199,1169.79485575075,1506.0325067567,1432.44433373779,1412.58997310572
"HS6ST3",399.908117033317,438.920127337336,607.723592150247,561.986373318102,591.79661116617,444.680604066031,488.569547791554,508.800179886419
"HSBP1",3717.80608323318,3418.45091875137,2680.15274178744,2727.73354171728,2615.55704313339,3556.55368903313,3304.60126048798,3230.88114227876
"HSBP1L1",98.8608582777738,133.491522912815,205.909090893156,235.873453984068,206.97549872392,118.522084851267,130.978219195182,133.894784180637
"HSCB",348.245345933319,329.991044640479,287.605815215138,312.711018539485,265.235268735097,343.981389117211,285.865160941866,325.364325558947
"HSD11B1L",56.1274550222199,56.6004057150336,106.705925645037,127.764787574704,114.986388179955,72.1826231049069,80.0422450637226,84.3537140338011
"HSD11B2",31.8905994444432,33.1058976823781,45.8502024256016,62.5422037078969,50.5940107991804,36.5368833000146,39.5013676937852,36.1515917287719
"HSD17B1",31.8905994444432,23.4945080326554,31.6783216758702,25.0168814831588,29.1298850055887,20.4963003878131,19.7506838468926,20.0842176270955
"HSD17B10",2058.85710013325,1947.9083023438,1368.00331237113,1374.14156146779,1198.92474075633,1922.19651897882,1750.53429464038,1908.00067457407
"HSD17B11",663.962280433306,614.061005398949,477.675745270359,478.894588391896,582.597700111774,595.283854741701,524.952386456882,544.951771615191
"HSD17B12",2659.03818167767,2741.38191453757,2634.30253936184,2521.34426948122,2899.19013397728,2630.65559760105,2582.14203556217,2418.1398023023
"HSD17B14",31.2527874555543,34.1738298656806,49.184762602009,75.0506444494763,41.3950997447839,44.5571747561154,60.29156121683,56.2358093558674
"HSD17B4",4215.93724655539,4045.32711034995,3798.89768097212,3731.08918120254,4056.71977498883,4060.04976377723,4110.22125950596,4161.44989233419
"HSD17B6",73.3483787222193,74.7552528311764,149.221567894231,150.101288898953,159.447791609538,131.889237278102,151.768412718227,144.606366915088
"HSD17B7",305.511942677765,339.602434290201,353.463378699183,328.793299492944,335.76025348547,321.702801739153,266.114477094974,368.210656496751
"HSD17B7P2",79.088686622219,97.1818286805293,160.058888467555,169.757410064292,170.179854506334,90.8966365024754,93.5558708537017,92.3874010846393
"HSD17B8",88.655866455552,87.5704390308066,182.567169658305,229.619233613279,183.978221087929,113.175223880533,106.029986967529,93.7263489264456
"HSD3B7",63.7811988888863,63.0079988148487,50.0184026461109,71.4768042375965,36.7956442175857,60.5977576683169,68.6076386260479,76.3200269829629
"HSDL1",1311.3414491555,1259.09204411367,1186.26978275693,1150.7765482253,1119.20084495157,1220.86658831756,1238.05602429732,1206.39200546754
"HSDL2",1772.47951712215,1745.00118751632,1884.02649967018,1794.06778636367,1963.96751011364,1982.79427664713,1985.46348145078,1851.7648652182
"HSF1",1940.86188218881,1797.32986449814,1428.85903559057,1601.97387497513,1277.1154847187,1640.59517452017,1709.99341727044,1723.22587240479
"HSF2",1505.23629377772,1606.17000368699,1589.75156410222,1534.07091094941,1776.92298534091,1509.59708073719,1561.34353358067,1573.26371412248
"HSF2BP",61.2299509333309,53.396609165126,49.184762602009,50.0337629663175,52.1271626415798,69.50919261954,41.5803870460897,52.2189658304483
"HSF4",42.095591266665,48.0569482486134,46.6838424697035,66.1160439197767,52.1271626415798,43.6660312609931,46.7779354268509,50.8800179886419
"HSH2D",22.9612315999991,24.562440215958,26.6764814112591,19.656121165339,24.5304294783905,36.5368833000146,39.5013676937852,46.8631744632228
"HSP90AA1",49014.5757221313,48059.08411298,44938.2002173542,42895.9106031406,48479.7944085116,42569.9247619926,42317.3994064816,40375.972169671
"HSP90AA4P",672.253836288862,631.147920331789,627.730953208691,609.33975612551,654.655836704546,633.603025031961,548.861109008384,581.103363343963
"HSP90AA6P",9.56717983333295,10.6793218330252,5.00184026461109,6.25422037078969,3.06630368479881,7.12914796097846,9.35558708537017,9.37263489264456
"HSP90AB1",31891.8750684209,31066.1472122703,25934.5417720085,24643.4151810173,23285.5101823622,28205.5827641162,27312.077231224,28562.4353614134
"HSP90AB2P",703.506623744416,800.94913747689,578.546190606682,559.305993159192,602.528674062966,634.494168527083,629.942863748258,662.779181694151
"HSP90AB3P",17328.0761141326,17313.3165557005,13833.4228918261,13785.1951572734,13556.1285904955,15746.5055588112,15248.5674394772,16265.5383822637
"HSP90AB4P",39.5443433111095,43.7852195154033,39.1810820727868,35.7384021187982,27.5967331631893,55.2508966975831,37.4223483414807,30.7958003615464
"HSP90B1",10715.2414133329,12147.7285850662,10307.1255052752,9250.88538845092,11681.0838872411,9179.66914325489,8455.37170582233,8752.70204188822
"HSP90B3P",2426.23680573324,2626.0452387409,2167.4641146648,2019.2197197121,2223.07017147914,1927.54337994955,1814.98389456181,1835.69749111653
"HSPA12A",556.809866299977,617.264801948857,771.117040794209,742.465304018033,738.979188036513,691.527352214911,728.696282982721,769.895009038661
"HSPA13",3261.77051117765,3263.6007521725,3242.02613151209,2988.6238771845,3687.23018097057,3067.31591021098,2948.04944156776,2783.67256311544
"HSPA14",1685.09927464438,1644.61556228588,1437.19543603159,1555.51395222069,1520.88662766021,1682.47891879092,1716.23047532735,1699.12481125228
"HSPA1A",28444.5012684766,26369.3814701058,40374.8546159407,43885.8643418313,44010.6567879173,24403.0734704293,22412.8681275185,22114.0625552739
"HSPA1B",25689.7912884656,26651.3155664977,39418.6694853559,38389.2980959601,41798.318679335,24115.2341215048,21844.2563346632,21254.4580408343
"HSPA1L",192.619220644437,187.956064261244,318.450496846906,326.112919334034,321.961886903875,180.010986014706,203.743896525839,188.791645694698
"HSPA2",430.523092499983,391.931111272025,394.311740860174,423.500065107759,444.614034295827,538.250671053874,503.122683257685,486.038066575711
"HSPA4",12554.0533772995,12091.1281793511,10554.7165983735,9914.7262078076,11211.9394234669,11836.1679022145,12091.5765530029,11577.8819880996
"HSPA4L",2001.45402113325,2066.44877469038,2232.48803810475,2153.23872765759,2454.57609968145,1854.46961334952,1994.81906853615,1875.86592637072
"HSPA5",12702.0257587217,14290.000544771,13775.901728783,13069.5336548445,14856.2413528502,10703.524519914,10540.6281161837,10853.5112056824
"HSPA6",4.46468392222204,4.27172873321008,492.681266064192,444.943106379038,384.821112442251,7.12914796097846,3.11852902845673,6.69473920903183
